agent_id,name,link,agency,genres,authors
81,Markus  Hoffmann,/literary_agents/markus_hoffmann,Regal Hoffmann &amp; Associates LLC ,Commercial Fiction|Cross-genre|Fiction|Literary Fiction|Narrative Nonfiction|Nonfiction|Pop Culture|Translation,Josh Bazell|Paul Durham|Peter Englund|Adam Epstein|Andrew Ervin|Andrew Jacobson|John Kaag|Kristiana Kahakauwila|Alexander Klimburg|Daphne Merkin|Adelia Saunders|Tracy K. Smith
82,Carrie  Howland,/literary_agents/carrie_howland,Empire Literary,Commercial Fiction|Literary Fiction|Narrative Nonfiction|Nonfiction|Political|Pop Culture|Regional,Scott Cheshire|Kaitlyn Greenidge|Carmiel Banasky|Julian Tepper|Melissa Gorzelanczyk|Chris Scofield|Isabel Bandeira|Todd Colby|Sarah Prager|Jason Tougaw
83,Allison Hunter,/literary_agents/allison_hunter,Janklow &amp; Nesbit Associates,Autobiography/Memoir|Commercial Fiction|Humor|Literary Fiction|Narrative Nonfiction|Nonfiction|Pop Culture,Alexandra Borowitz|Katie Heaney|Swan Huntley|Anna Pitoniak|Anne Helen Petersen|Victoria James|Kelsey Miller
84,Annie Hwang,/literary_agents/annie_hwang,Folio Literary Management,Feminist|Fiction|Humor|Literary Fiction|Narrative Nonfiction|Pop Culture|Speculative Fiction,John Paul Brammer|Leland Cheuk|Janet Hong|Xia Jia|The Smithsonian
85,Eleanor Jackson,/literary_agents/eleanor_jackson,Dunow, Carlson &amp; Lerner,Autobiography/Memoir|Commercial Fiction|Historical|Literary Fiction|Nonfiction,David Wroblewski|Susie Steiner|T. Geronimo Johnson|Aline Ohanesian|Susan Straight|Michael Lemonick
86,Jennifer Joel,/literary_agents/jennifer_joel,ICM Partners,Fiction|Narrative Nonfiction,Chris Cleave|Ian Caldwell|Kevin Fedarko|Joe McGinniss Jr.|Evan Osnos|Shonda Rhimes|Dustin Thomason
87,Meredith Kaffel Simonoff,/literary_agents/meredith_kaffel_simonoff,DeFiore and Company,Autobiography/Memoir|Graphic/Illustrated|Literary Fiction,CJ Hauser|Lisa Hanawalt|Sean Michaels|Robin Wasserman|Kate Milliken
88,Jody Kahn,/literary_agents/jody_kahn,Brandt &amp; Hochman Literary Agents, Inc.,Autobiography/Memoir|Commercial Fiction|Fiction|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction,Devorah Blachor|Natalie Eve Garrett|Thomas Grattan|Meredith Jacobs|Jennifer Kabat|Michael Kardos|Dave Madden|Laura Pritchett
89,Dorian Karchmar,/literary_agents/dorian_karchmar,William Morris Endeavor,Autobiography/Memoir|Commercial Fiction|Cross-genre|Feminist|Fiction|Graphic/Illustrated|Historical|Journalism/Investigative Reporting|LGBTQ Voices|Literary Fiction|Narrative Nonfiction|Nature/Environmental|Nonfiction|Political|Pop Culture|Translation|War|Young Adult,Daniel James Brown|Helene Cooper|Frances de Pontes Peebles|Anton DiSclafani|the Estate of F. Scott Fitzgerald|Erika Johansen|the late Dr. Paul Kalanithi|Ann Leary|Paul Lynch|Kimberly McCreight|Beth Macy|Eric Puchner|Jennifer Vanderbes|Amor Towles|Elaine Weiss
90,Julia Kardon,/literary_agents/julia_kardon,HG Literary,Autobiography/Memoir|Fiction|Literary Fiction|Narrative Nonfiction,Brit Bennett|Marcelo Hernandez Castillo|K-Ming Chang|Leah Franqui|John Freeman Gill|Hannah Giorgis|Rahawa Haile|Toni Jensen|Melissa Rivero|Moriel Rothman-Zecher|Etaf Rum|Alice Wong
91,Kirby Kim,/literary_agents/kirby_kim,Janklow &amp; Nesbit Associates,Commercial Fiction|Fiction|Literary Fiction|Narrative Nonfiction|Nonfiction|Pop Culture,Ted Chiang|Malcolm Brooks|Karolina Waclawiak|Tracy O’Neill|Peter Bognanni|Craig Davidson
92,Dan Kirschen,/literary_agents/dan_kirschen,ICM Partners,Autobiography/Memoir|Commercial Fiction|Fiction|Humor|Literary Fiction|Narrative Nonfiction|Pop Culture,Michael Chabon|Lee Durkee|Elizabeth Greenwood|Chuck Palahniuk|Morgan Parker|Ann Patchett|Dan Piepenbring|Amy Rose Spiegel|Ayelet Waldman
93,Jeff  Kleinman,/literary_agents/jeff_kleinman,Folio Literary Management,Autobiography/Memoir|Narrative Nonfiction|Fiction,Jon Clinch|Philip Gerard|Garth Stein
94,Stuart  Krichevsky ,/literary_agents/stuart_krichevsky,Stuart Krichevsky Literary Agency,Commercial Fiction|Fiction|Journalism/Investigative Reporting|Narrative Nonfiction|Nonfiction,Mary Kay Andrews|Julie Burstein|Sebastian Junger
95,Daniel Lazar,/literary_agents/daniel_lazar,Writers House LLC,Autobiography/Memoir|Commercial Fiction|Graphic/Illustrated|LGBTQ Voices|Literary Fiction|Narrative Nonfiction,Tiffany Baker|Ingrid Law|Jennifer McMahon|Matt Rothschild
96,Betsy    Lerner,/literary_agents/betsy_lerner,Dunow, Carlson &amp; Lerner Literary Agency,Autobiography/Memoir|Nonfiction,Mikita Brottman|Andrea Kleine|Mark Oppenheimer|Jean Zimmerman
97,Ellen  Levine,/literary_agents/ellen_levine_0,Trident Media Group,Autobiography/Memoir|Fiction|Historical,Michael Farris Smith|Katie Kitamura|Reed Karaim
98,Sarah  Levitt,/literary_agents/sarah_levitt,Aevitas Creative Management,Autobiography/Memoir|Feminist|Fiction|Graphic/Illustrated|Historical|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Pop Culture,Baz Dreisinger|Claire L. Evans|Anjali Sachdeva|Melissa Sipin|Sara Majka|Steve Ramirez
99,Andrew Lownie,/literary_agents/andrew_lownie,Andrew Lownie Literary Agency,Nonfiction,Cathy Glass|Casey Watson|Joe Holliday|Sir John Mills|Alan Whicker|Gloria Hunniford|David Hasselhoff|Emily Lloyd|Kerry Katona|and Patrick MacNee
100,Gillian MacKenzie,/literary_agents/gillian_mackenzie,MacKenzie Wolf,Autobiography/Memoir|Fiction|Graphic/Illustrated|Literary Fiction|Narrative Nonfiction|Nonfiction,  
101,Jay Mandel,/literary_agents/jay_mandel,William Morris Endeavor,Autobiography/Memoir|Commercial Fiction|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Nonfiction,Sloane Crosley|Mohsin Hamid|Terry Hayes|Mary Roach
102,Carol Mann,/literary_agents/carol_mann,Carol Mann Agency,Autobiography/Memoir|Commercial Fiction|Fiction|Literary Fiction|Nonfiction,Paul Auster|Morris Dees|Jermaine Dupri|Roy Rowan|Lauren Winner
103,Cassie Mannes Murray,/literary_agents/cassie_mannes_murray,Howland Literary, LLC,Autobiography/Memoir|Cross-genre|Experimental|Fiction|Flash Fiction|LGBTQ Voices|Literary Fiction|Narrative Nonfiction|Nonfiction|Speculative Fiction|Young Adult,Richard Larson|Morgan Sheehan-Bubla
104,PJ Mark,/literary_agents/pj_mark,Janklow &amp; Nesbit Associates,Autobiography/Memoir|Graphic/Illustrated|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Pop Culture,Samantha Hunt|Sarah Manguso|Dinaw Mengestu|Ed Park|Andrew Rice|Craig Thompson|Josh Weil
105,Maria Massie,/literary_agents/maria_massie,Massie &amp; McQuilkin,Autobiography/Memoir|Fiction|Narrative Nonfiction,Uwem Akpan|Anne Carson|Joe Meno|Rishi Reddi
106,David  McCormick,/literary_agents/david_mccormick,McCormick Literary,Commercial Fiction|Fiction|Historical|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Nonfiction,Matthew Sharpe|Karen Essex
107,Matt McGowan,/literary_agents/matt_mcgowan,Frances Goldin Literary Agency, Inc.,Autobiography/Memoir|Commercial Fiction|Historical|Humor|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Pop Culture,Eula Biss|John D’Agata|Brian Evenson|Josh Garrett-Davis|Aram Goudsouzian|Brooks Haxton|Ryan Van Meter
108,Rob McQuilkin,/literary_agents/rob_mcquilkin,Massie &amp; McQuilkin,Autobiography/Memoir|Fiction|Historical,Douglas A. Martin|Kim Addonizio
109,Gary Morris,/literary_agents/gary_morris,David Black Agency,Autobiography/Memoir|Commercial Fiction|Literary Fiction|Nonfiction|Political,Lisa Bedford|Erik Larson|Jai Pausch
110,Andrea Morrison,/literary_agents/andrea_morrison,Writers House LLC,Autobiography/Memoir|Commercial Fiction|Fiction|Literary Fiction|Narrative Nonfiction|Young Adult,Aja Gabel|Hillary Frank|Aimee Sicuro|Diana Sudyka|Shreya Gupta|Francesca Sanna|Katie Harnett|Laurel Fantauzzo|Zara Gonzalez Hoang|Rob Hodgson|Zoe Tilley Poster
111,Duvall Osteen,/literary_agents/duvall_osteen,Aragi Inc.,Fiction|Humor|Narrative Nonfiction,Bethany Ball|Wil S. Hylton|Pablo Medina|Nicolaia Rips|Martin Wilson
112,Molly O’Neill,/literary_agents/molly_oneill,Root Literary,Fiction|Young Adult,Molly B. Burnham|Temre Beltz|Emily Dove|Rob Justus|Emmy Kastner|Adib Khorram|Taryn Knight|Lynne Kelly|Donalyn Miller|Faith Pray|K.J. Reilly|Blythe Russo|Sarah Sax|John Schu|Colby Sharp|Jane Solomon|Molly Walsh
113,Zoë Pagnamenta,/literary_agents/zoe_pagnamenta,Zoë Pagnamenta Agency,Autobiography/Memoir|Commercial Fiction|Feminist|Fiction|Healing/Health|Historical|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Nature/Environmental|Nonfiction|Pop Culture,Andrew Blum|Tom Vanderbilt|Dirk Wittenborn|Alice Mattison
114,Ayesha Pande,/literary_agents/ayesha_pande,Ayesha Pande Literary,Autobiography/Memoir|BIPOC Voices|Commercial Fiction|Graphic/Illustrated|Literary Fiction|Narrative Nonfiction|Nonfiction|Young Adult,Asale Angel-Ajani|Shilpi Somaya Gowda|Michael Shilling
115,Jessica  Papin,/literary_agents/jessica_papin,Dystel, Goderich &amp; Bourret LLC,Autobiography/Memoir|Commercial Fiction|Historical|Literary Fiction|Narrative Nonfiction|Nonfiction,Qais Akbar Omar|Alexandra Lapierre|Valerie Trueblood    
116,Chris  Parris-Lamb,/literary_agents/chris_parrislamb,The Gernert Company,Autobiography/Memoir|Fiction|Narrative Nonfiction,Chad Harbach|Manny Howard|Hillary Jordan
117,Emma  Patterson,/literary_agents/emma_patterson,Brandt &amp; Hochman Literary Agents, Inc.,Commercial Fiction|Literary Fiction|Narrative Nonfiction,Patrick Arden
118,Susan Ramer,/literary_agents/susan_ramer,Don Congdon Associates, Inc.,Autobiography/Memoir|Commercial Fiction|Literary Fiction|Narrative Nonfiction,Kathryn Stockett|Rachel Weaver|Ellen Gilchrist|Amy Belding Brown|Rachel Louise Snyder
119,Lorin Rees,/literary_agents/lorin_rees,Rees Literary Agency,Autobiography/Memoir|Literary Fiction|Commercial Fiction|Nonfiction|Journalism/Investigative Reporting,Alan Dershowitz|Siobhan Fallon|Pete Ferry|William Giraldi|Richard Lourie
120,Amy Rennert,/literary_agents/amy_rennert,Amy Rennert Agency,Autobiography/Memoir|Commercial Fiction|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction,Jimmy Buffett|Beth Kephart|Amy Krouse Rosenthal|Jacqueline Winspear|Amy Franklin-Willis
121,Nicki Richesin,/literary_agents/nicki_richesin,Wendy Sherman Associates, Inc.,Autobiography/Memoir|Feminist|Fiction|Graphic/Illustrated|Historical|Journalism/Investigative Reporting|LGBTQ Voices|Literary Fiction|Narrative Nonfiction|Nonfiction|Pop Culture|Young Adult,Michelle Bowdler|Alena Dillon|Gabrielle Korn|Rachel Lehmann-Haupt|Tiffany Shlain|Shira Spector|Shannon Takaoka
122,Margaret Riley King,/literary_agents/margaret_riley_king,William Morris Endeavor,Autobiography/Memoir|Commercial Fiction|Feminist|Fiction|Healing/Health|Historical|Humor|Literary Fiction|Narrative Nonfiction|Nonfiction|Pop Culture|Regional|Religious/Spiritual,Chloe Benjamin|Nadia Bolz-Weber|Rachel Brathen|Austin Channing Brown|Glennon Doyle|Kristen Howerton|Valarie Kaur|Sue Monk Kidd|Ruthie Lindsey|Cammie McGovern|Laura Moriarty|Dani Shapiro|Michael Symon|Ann Kidd Taylor|Sheila Turnage|Jeannette Walls|Abby Wambach|writing duo Sarah Pekkanen and Greer Hendricks
123,Holly Root,/literary_agents/holly_root,Root Literary,Commercial Fiction|Cross-genre|Fiction|Love|Nonfiction|Young Adult,Victoria Schwab|Rae Carson|Christina Lauren|Alan Gratz|Jasmine Guillory|Kristin Harmel|CJ Redwine|Rachel Hawkins|S.J. Kincaid|Jen Cervantes|Ashley Poston|Denis Markell|Megan Bannen|Greg Van Eekhout|Megan Crane|Gretchen Anthony
124,Andy Ross,/literary_agents/andy_ross,Andy Ross Agency,Historical|Religious/Spiritual|Narrative Nonfiction|Literary Fiction|Commercial Fiction|Pop Culture|Journalism/Investigative Reporting,Daniel Boyarin|Daniel Ellsberg|Jeffrey Moussaieff Masson|Michael Parenti
125,Grace A. Ross,/literary_agents/grace_a_ross,Regal Hoffmann &amp; Associates LLC,Autobiography/Memoir|Fiction|Historical|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction,Katie Knoll|Michael Jeffrey Lee|Carla Panciera|Molly Pascal|Amanda Pauley|Eugene Tracy
126,Rena Rossner,/literary_agents/rena_rossner,The Deborah Harris Agency,Fiction|Historical|Nonfiction|Political,Amy Gottlieb|Mark Noce|Leah Scheier
127,Elizabeth Winick Rubenstein,/literary_agents/elizabeth_winick_rubenstein,McIntosh &amp; Otis,Feminist|Fiction|Historical|Journalism/Investigative Reporting|Literary Fiction|Love,Eleanor Brown|Phyllis T. Smith
128,Marly Rusoff,/literary_agents/marly_rusoff,Marly Rusoff Literary Agency,Narrative Nonfiction|Literary Fiction|Fiction|Nonfiction,Pat Conroy|Adam Langer|Ron Rash
129,Curtis Russell ,/literary_agents/curtis_russell,P.S. Literary Agency ,Commercial Fiction|Literary Fiction|Narrative Nonfiction|Nonfiction,Pamela Beason|Nick Powdthavee|Gail Vaz-Oxlade|Gerry Dee|Tommy Europe
130,Jim Rutman,/literary_agents/jim_rutman,Sterling Lord Literistic, Inc.,Journalism/Investigative Reporting|Literary Fiction,Charles Bock|Eleanor Henderson|Norah Labiner|J. Robert Lennon|Peter Rock|Theodore Ross
131,Rayhané Sanders,/literary_agents/rayhane_sanders,Massie &amp; McQuilkin,Autobiography/Memoir|Commercial Fiction|Literary Fiction|Narrative Nonfiction,Jonathan Weisman|Lidia Yuknavitch
132,Peter Sawyer,/literary_agents/peter_sawyer,Fifi Oscard Agency, Inc.,Autobiography/Memoir|Healing/Health|Political|Commercial Fiction|Pop Culture|Fiction|Nonfiction,Robert Craft|Marian Schwartz|Yusef Kumunyakaa
133,Adam Schear,/literary_agents/adam_schear,DeFiore and Company,Commercial Fiction|Historical|Literary Fiction|Narrative Nonfiction|Political|Pop Culture,Jen Adams|Scott Bedford|Christian Schoon
134,Deborah  Schneider ,/literary_agents/deborah_schneider,Gelfman Schneider Literary Agency / ICM,Commercial Fiction|Fiction|Literary Fiction|Nonfiction,  
135,Denise  Shannon,/literary_agents/denise_shannon,Denise Shannon Literary Agency ,Autobiography/Memoir|Healing/Health|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Political,Lydia Davis|Francine Prose|Karen Russell|Gary Shteyngart
136,Samantha  Shea,/literary_agents/samantha_shea,Georges Borchardt, Inc.,Autobiography/Memoir|Commercial Fiction|Historical|Literary Fiction|Narrative Nonfiction,Karen Brown|Amy Butcher|Olivia Clare|Megan Coe|Lydia Fitzpatrick David|Jane Delury|Noor Elashi|John McManus|Adam Price|Austin Smith|Elissa Sussman|Laura Templeton|Doug Watson
137,Janet Silver,/literary_agents/janet_silver,Aevitas Creative Management,Autobiography/Memoir|Literary Fiction|Narrative Nonfiction,Cheryl Strayed|Anthony Marra|Monique Truong|Hanna Pylväinin
138,Eric  Simonoff,/literary_agents/eric_simonoff,William Morris Endeavor,Autobiography/Memoir|Literary Fiction|Narrative Nonfiction,Stephen Chbosky|Yaa Gyasi|Edward P. Jones|Phil Klay|Jhumpa Lahiri|Jonathan Lethem|Stacy Schiff|Jessica Shattuck|Douglas Preston and Lincoln Child|the New Yorker
139,Anjali Singh,/literary_agents/anjali_singh,Ayesha Pande Literary,Autobiography/Memoir|Fiction|Graphic/Illustrated|Literary Fiction|Narrative Nonfiction|Young Adult,Susan Abulhawa|Arif Anwar|Bridgett Davis|Gillian Goerz|Rebecca Hall|Sherine Hamdy|Priya Huq|Deena Mohamed
140,Marya Spence,/literary_agents/marya_spence,Janklow &amp; Nesbit Associates,Autobiography/Memoir|Fiction|Literary Fiction|Narrative Nonfiction|Poetry|Pop Culture,Angelica Baker|Becky Cooper|Yrsa Daley-Ward|Alex Dimitrov|Hermione Hoby|Jaroslav Kalfar|Rachel Khong|Eugene Lim|Lisa Locascio|Daniel Loedel|Haley Mlotek|Allie Rowbottom|Ashleigh Young
141,Anna  Stein,/literary_agents/anna_stein,ICM Partners,Literary Fiction|Narrative Nonfiction,Ben Lerner|Jamie Quatro|Hanya Yanagihara|Pamela Erens|Etgar Keret|Yoko Ogawa|Maria Semple
142,Peter Steinberg,/literary_agents/peter_steinberg,Foundry Literary + Media,Autobiography/Memoir|Commercial Fiction|Historical|Humor|Narrative Nonfiction|Pop Culture,Alicia Erian|Keith Donohue|John Matteson
143,Douglas Stewart,/literary_agents/douglas_stewart,Sterling Lord Literistic, Inc.,Literary Fiction|Narrative Nonfiction,Carolyn Parkhurst|David Mitchell|Jane O’Connor|Gabrielle Zevin|Colin McAdam|Matthew Quick|Dana Reinhardt|Graham Joyce|Michael Dahlie
144,Andrew Stuart,/literary_agents/andrew_stuart,The Stuart Agency,Autobiography/Memoir|Commercial Fiction|Literary Fiction|Narrative Nonfiction,Kathleen Parker|William Dietrich|Maia Szalavitz|Kevin Guzman
145,Danielle Svetcov,/literary_agents/danielle_svetcov,Levine Greenberg Rostan,Autobiography/Memoir|Graphic/Illustrated|Fiction|Journalism/Investigative Reporting,Taffy Brodesser-Akner|Jodi Angel|Kasper Hauser|James Nestor|Eben Weiss|aka Bike Snob|State Bird Provisions
146,Emma Sweeney,/literary_agents/emma_sweeney,Emma Sweeney Agency LLC,Historical|Humor|Literary Fiction,Jonis Agee|Heather Barbieri|Stephanie Cowell|Lynn Cullen|David Dosa|MD|Ellen Feldman|Sara Gruen|Tom O'Donnell|Vaddey Ratner|Richard Snow|Justin Taylor
147,Alice Tasman,/literary_agents/alice_tasman,Jean V. Naggar Literary Agency,Commercial Fiction|Graphic/Illustrated|Historical|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction,Maud Casey|Elizabeth Crane|H. S. Cross|Gina Frangello|Kelly Kerney|Timothy Schaffert|Emily Gray Tedrowe|Sarai Walker|Stephen Wetta|and Ellen Potter.
148,Michelle Tessler,/literary_agents/michelle_tessler,Tessler Literary Agency,Autobiography/Memoir|Commercial Fiction|Fiction|Literary Fiction|Narrative Nonfiction|Nonfiction,Accomplished journalists|scientists|academics|experts in their field|as well as novelists and debut authors with unique voices and stories to tell. Seth Casteel (Underwater Dogs)|Paul Collins (Murder of the Century)|Frans de Waal (The Bonobo and the Atheist|Our Inner Ape)|Leanne Ely (Saving Dinner)|Mira Jacob (The Sleepwalker's Guide to Dancing)|Amy Stewart (The Drunken Botanist|Wicked Plants)|Amanda Eyre Ward (Close Your Eyes|How to Be Lost)|David Sloan Wilson (The Neighborhood Project|Evolution for Everyone).
149,Stacy Testa,/literary_agents/stacy_testa,Writers House LLC,Autobiography/Memoir|Commercial Fiction|Fiction|Historical|Literary Fiction|Narrative Nonfiction,Clara Bensen|Lucie Britsch|Julie Carrick Dalton|Gerta Keller|Rheea Mukherjee|Kim Michele Richardson|Abbigail Rosewood|Maggie Rowe|Sarah Wilson
150,Meg Thompson,/literary_agents/meg_thompson,Thompson Literary Agency,Autobiography/Memoir|Commercial Fiction|Fiction|Graphic/Illustrated|Literary Fiction|Nonfiction|Political|Pop Culture|Young Adult,Mari Andrew|Erin Lee Carr|Julia Chaplin|Katherine Harmon Courage|Mason Currey|Lydia Fenet|Emily Flake|John Glynn|Tom Hart|Anita Hill|Kim Krans|Tim Kreider|Nichole Perkins|Cecile Richards|Jeremy Rifkin
151,Joseph Veltre,/literary_agents/joseph_veltre,The Gersh Agency,Autobiography/Memoir|Commercial Fiction|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction,Steve Amick|Taylor Antrim|Jessica Blank|Bob Friel|Robyn Harding|Stephanie Klein|Alison Pace|Jason Pinter|Matthew Polly|David Treuer|Lauren Willig
152,Rachel Vogel,/literary_agents/rachel_vogel,Dunow, Carlson &amp; Lerner Literary Agency,Autobiography/Memoir|Fiction|Historical|Narrative Nonfiction,Mike Duncan|Tyler Knott Gregson|Mara Grunbaum|Amanda Lucidon|Marissa A. Ross|Mohamedou Ould Slahi
153,Mitchell  Waters,/literary_agents/mitchell_waters,Curtis Brown, Ltd.,Autobiography/Memoir|Commercial Fiction|Literary Fiction|Narrative Nonfiction,Joy Castro|Michael Thomas Ford|Sheri Joseph|X. J. Kennedy|Michael Lowenthal|Vestal McIntyre|Joseph Olshan|Jonathan Papernick|Paul Yoon
154,Carly Watters,/literary_agents/carly_watters,P.S. Literary Agency,Commercial Fiction|Literary Fiction|Narrative Nonfiction|Nonfiction,Mary Akers|Danny Appleby|Colin Mochrie|Jay Onrait|Taylor Jenkins Reid|Lorene Sauro|Julianna Scott
155,Elisabeth Weed,/literary_agents/elisabeth_weed,The Book Group,Commercial Fiction|Fiction|Literary Fiction,Stephanie Clifford|Charles Finch|Sarah Jio|Dan Marshall|Greer McCalister|Valerie Young
156,Paige Wheeler,/literary_agents/paige_wheeler,Creative Media Agency, Inc.,Autobiography/Memoir|Commercial Fiction|Fiction|Historical|Humor|Love|Narrative Nonfiction|Nonfiction|Religious/Spiritual,CMA has represented New York Times and USA Today best-sellers|as well as winners of the RITA|Edgar|Agatha|Anthony|Shamus|and other major awards. In addition to established authors|we welcome many first-time authors pursuing publication and a career in writing.
157,Amy Williams,/literary_agents/amy_williams,The Williams Company,Autobiography/Memoir|Fiction|Literary Fiction|Narrative Nonfiction,Natalie Bakopoulos|Karen Essex|Kate Greathead|Sarah Hepola|Elizabeth Kostova|Nami Mun|Alix Ohlin|Karen Olsson|Matt Zoller Seitz|Alan Sepinwal|Melissa Stephenson|Jia Tolentino|Judith Warner
158,Kimberly Witherspoon,/literary_agents/kimberly_witherspoon,Inkwell Management,Autobiography/Memoir|Commercial Fiction|Fiction|Literary Fiction|Narrative Nonfiction|Nonfiction,Kate Atkinson|Anthony Bourdain|Robert Olen Butler|Susan Cheever|Sophie Kinsella
159,Monika Woods,/literary_agents/monika_woods,Curtis Brown, Ltd.,Autobiography/Memoir|Commercial Fiction|Fiction|Journalism/Investigative Reporting|Literary Fiction|Narrative Nonfiction|Political|Pop Culture,Alice Bolin|Julia Dixon Evans|Chelsea Hodson
160,Joanne Wyckoff,/literary_agents/joanne_wyckoff,Carol Mann Agency,Autobiography/Memoir|Fiction|Narrative Nonfiction,Lauretta Hannon|John Price|Sherry Simpson|Lisa Couturier|Ad Hudler
161,Sarah Yake,/literary_agents/sarah_yake,Frances Collin Literary Agency,Commercial Fiction|Cross-genre|Fiction|Historical|Literary Fiction|Narrative Nonfiction,Sarah Blake (NAAMAH)|Nadine Darling|Kirsten Kaschock|Christopher Merkner|Wendy Sparrow (also writing as Wendy Laine)
162,Renée Zuckerbrot,/literary_agents/renee_zuckerbrot,Massie &amp; McQuilkin,Commercial Fiction|Historical|Literary Fiction|Narrative Nonfiction|Pop Culture,Kelly Link|Dan Chaon|M. O. Walsh|Shawn Vestal|Karin Tidbeck|Nathan Ballingrud|Keith Lee Morris
